		AQUCO	AMBTC	ARALY	ARATH	BOEST	BRADI	BRAST	BRARA	CAPGR	CAPRU	CARPA	CHLRE	CITCL	CITSI	COCSU	CUCSA	EUCGR	EUTSA	FRAVE	SOYBN	GOSRA	KALMA	LINUS	MALDO	MANES	MEDTR	MICPU	MIMGU	MUSAC	ORYSJ	OSTLU	PANHA	PANVI	PHAVU	PHYPA	POPTR	PRUPE	RICCO	SALPU	SELML	SETIT	SETVI	SOLLC	SOLTU	SORBI	SPIPO	THECC	WHEAT	VITVI	VOLCA	MAIZE	KLEFL	TREBU	SPIPR	CLOPE	PICAB
CUCSA	0.45055	0.53640	0.45929	0.46462	0.46216	0.57743	0.57672	0.47125	0.46504	0.46642	0.39976	0.84559	0.38319	0.38424	0.82091	0	0.40779	0.46141	0.40026	0.43463	0.40338	0.44660	0.43234	0.37479	0.39014	0.42078	0.87209	0.45559	0.49592	0.56586	0.92322	0.57087	0.48201	0.41185	0.73305	0.39993	0.36613	0.38691	0.39701	0.63201	0.56857	0.57081	0.44945	0.44617	0.57132	0.49446	0.37503	0.49157	0.36757	0.93329	0.57029	NA	NA	NA	NA	NA
EUCGR	0.44419	0.52277	0.45275	0.45726	0.45418	0.55363	0.55258	0.46195	0.45742	0.45961	0.38711	0.83676	0.37264	0.37285	0.82362	0.40779	0	0.45043	0.40034	0.42927	0.39325	0.43657	0.41769	0.37855	0.37648	0.42516	0.86569	0.44410	0.47731	0.54978	0.91861	0.54584	0.47150	0.41427	0.71924	0.39028	0.36822	0.37426	0.38576	0.62291	0.54260	0.54401	0.43722	0.43401	0.54728	0.47835	0.36493	0.48406	0.35488	0.89896	0.55673	NA	NA	NA	NA	NA
EUTSA	0.49687	0.57534	0.12799	0.13509	0.12360	0.60757	0.60661	0.13717	0.13983	0.14111	0.41567	0.97821	0.42526	0.42315	0.90583	0.46141	0.45043	0	0.46503	0.49427	0.44148	0.48141	0.47835	0.45071	0.43568	0.47799	0.97307	0.49929	0.53685	0.59437	0.96417	0.60089	0.51263	0.47374	0.75715	0.44825	0.43677	0.43665	0.44667	0.67113	0.59863	0.60141	0.49041	0.48718	0.60097	0.52569	0.41620	0.50307	0.43018	0.97572	0.60759	NA	NA	NA	NA	NA
FRAVE	0.44775	0.54408	0.46154	0.47014	0.46630	0.58812	0.58725	0.47896	0.46869	0.47149	0.39453	0.95057	0.37179	0.37163	0.87854	0.40026	0.40034	0.46503	0	0.44296	0.40251	0.46227	0.44247	0.27129	0.38470	0.42123	0.94956	0.45594	0.50993	0.57743	0.92313	0.58150	0.50160	0.41256	0.75571	0.39328	0.23677	0.38057	0.39183	0.65104	0.58083	0.58210	0.45067	0.44378	0.58248	0.49961	0.36771	0.52388	0.36037	0.95134	0.58532	NA	NA	NA	NA	NA
SOYBN	0.48472	0.58583	0.49227	0.50070	0.49608	0.61181	0.60834	0.51425	0.50340	0.50499	0.44012	1.03166	0.41407	0.41172	0.93528	0.43463	0.42927	0.49427	0.44296	0	0.43512	0.47908	0.51608	0.43446	0.42477	0.26151	1.01637	0.49369	0.52995	0.60673	0.98555	0.60562	0.55518	0.15950	0.78490	0.43355	0.40266	0.42751	0.43401	0.70130	0.60315	0.60808	0.48810	0.48435	0.61232	0.53344	0.41248	0.56010	0.40346	1.02502	0.62371	NA	NA	NA	NA	NA
GOSRA	0.44524	0.54523	0.43795	0.44733	0.44527	0.59079	0.58985	0.45661	0.44679	0.44859	0.36023	0.98618	0.34242	0.34340	0.91436	0.40338	0.39325	0.44148	0.40251	0.43512	0	0.45890	0.44037	0.39241	0.36007	0.42525	0.99850	0.45428	0.49973	0.57857	0.97460	0.58102	0.49319	0.41707	0.76024	0.36783	0.36522	0.35696	0.36813	0.67414	0.57844	0.58262	0.44393	0.44192	0.58459	0.49564	0.17808	0.49206	0.34782	0.98422	0.58447	NA	NA	NA	NA	NA
KALMA	0.46353	0.54906	0.49637	0.48331	0.49912	0.58056	0.58004	0.48721	0.48931	0.49693	0.44310	0.81097	0.42727	0.43117	0.90905	0.44660	0.43657	0.48141	0.46227	0.47908	0.45890	0	0.48942	0.43456	0.44910	0.47015	0.99940	0.47347	0.50269	0.57028	1.02302	0.56255	0.52957	0.46929	0.74620	0.47244	0.42473	0.43592	0.45698	0.66291	0.56111	0.55599	0.46152	0.45685	0.58361	0.50270	0.42384	0.51540	0.40159	0.94874	0.57075	NA	NA	NA	NA	NA
LINUS	0.47864	0.54949	0.46719	0.48695	0.48337	0.60194	0.59727	0.50083	0.47723	0.48792	0.42940	0.96860	0.40586	0.39472	0.91321	0.43234	0.41769	0.47835	0.44247	0.51608	0.44037	0.48942	0	0.43898	0.37868	0.46368	0.98395	0.48211	0.51326	0.59642	0.94482	0.58940	0.53852	0.46310	0.78962	0.40226	0.40268	0.38102	0.39991	0.68314	0.58654	0.58658	0.48604	0.48423	0.59520	0.50570	0.40435	0.54281	0.41531	0.98429	0.60887	NA	NA	NA	NA	NA
MALDO	0.42713	0.52538	0.44539	0.45198	0.45055	0.57669	0.57564	0.46501	0.45196	0.45142	0.38026	0.84493	0.35217	0.35136	0.82917	0.37479	0.37855	0.45071	0.27129	0.43446	0.39241	0.43456	0.43898	0	0.36962	0.40730	0.86723	0.43717	0.49595	0.56358	0.93871	0.57064	0.51389	0.39573	0.76420	0.38217	0.16810	0.36403	0.37892	0.63413	0.56752	0.56992	0.43240	0.42752	0.56435	0.48520	0.35275	0.51660	0.34257	0.97934	0.58076	NA	NA	NA	NA	NA
MANES	0.43154	0.53255	0.43392	0.44350	0.43891	0.58296	0.58297	0.45100	0.44398	0.44424	0.35765	0.88193	0.33511	0.33308	0.86321	0.39014	0.37648	0.43568	0.38470	0.42477	0.36007	0.44910	0.37868	0.36962	0	0.41285	0.92509	0.43912	0.48380	0.56640	0.97443	0.56385	0.49442	0.40481	0.75160	0.28866	0.34639	0.22305	0.29181	0.65386	0.57029	0.55984	0.43135	0.42701	0.57409	0.48945	0.32968	0.49471	0.32889	0.99025	0.57394	NA	NA	NA	NA	NA
MEDTR	0.46661	0.55551	0.47550	0.48200	0.47912	0.59593	0.59326	0.49448	0.48011	0.48159	0.41936	0.97305	0.39908	0.39935	0.89956	0.42078	0.42516	0.47799	0.42123	0.26151	0.42525	0.47015	0.46368	0.40730	0.41285	0	0.97765	0.47241	0.51781	0.58518	0.94956	0.58849	0.50616	0.25344	0.76250	0.42121	0.38702	0.40717	0.41732	0.65749	0.58719	0.58930	0.46459	0.45845	0.59202	0.51077	0.39458	0.51587	0.38706	0.96701	0.59590	NA	NA	NA	NA	NA
MICPU	0.97329	0.88592	0.90856	0.97760	0.96588	0.97256	0.97041	1.01817	0.88948	0.97526	0.91895	0.92555	0.94517	0.86486	0.85393	0.87209	0.86569	0.97307	0.94956	1.01637	0.99850	0.99940	0.98395	0.86723	0.92509	0.97765	0	0.98140	0.88194	0.96424	0.70731	0.96893	0.87113	0.96984	0.96527	1.00994	0.88043	0.93974	0.98991	0.87478	0.97106	0.96986	0.96792	0.92016	0.97376	0.85683	0.94590	0.74833	0.93968	0.92509	0.98105	NA	NA	NA	NA	NA
MIMGU	0.47274	0.55671	0.49485	0.50282	0.50014	0.59305	0.59370	0.51343	0.50405	0.50346	0.44870	0.97196	0.43192	0.42880	0.90139	0.45559	0.44410	0.49929	0.45594	0.49369	0.45428	0.47347	0.48211	0.43717	0.43912	0.47241	0.98140	0	0.51578	0.58149	0.96253	0.58689	0.50188	0.46833	0.76303	0.44983	0.42868	0.43539	0.44918	0.65769	0.58468	0.58609	0.40201	0.40039	0.59112	0.50960	0.42656	0.50845	0.39598	0.96654	0.59252	NA	NA	NA	NA	NA
MUSAC	0.47432	0.51580	0.54004	0.54280	0.53784	0.46920	0.46937	0.55534	0.53786	0.54249	0.49631	0.84417	0.48011	0.47881	0.83015	0.49592	0.47731	0.53685	0.50993	0.52995	0.49973	0.50269	0.51326	0.49595	0.48380	0.51781	0.88194	0.51578	0	0.45752	0.94571	0.45511	0.41678	0.51019	0.73169	0.50020	0.47208	0.48497	0.49474	0.64265	0.46091	0.45474	0.51298	0.50698	0.46505	0.42801	0.47462	0.42765	0.45132	0.94381	0.47508	NA	NA	NA	NA	NA
ORYSJ	0.55461	0.59409	0.59594	0.59920	0.59688	0.24175	0.24020	0.61084	0.59879	0.59911	0.56331	0.95296	0.55577	0.55091	0.88992	0.56586	0.54978	0.59437	0.57743	0.60673	0.57857	0.57028	0.59642	0.56358	0.56640	0.58518	0.96424	0.58149	0.45752	0	0.99267	0.23971	0.23419	0.57411	0.75220	0.57699	0.55617	0.55618	0.57066	0.65526	0.23912	0.23931	0.57802	0.57718	0.25119	0.50956	0.55520	0.23507	0.52574	0.94986	0.26318	NA	NA	NA	NA	NA
OSTLU	0.95240	0.93397	0.94986	0.96183	0.94637	0.99308	0.99513	0.98616	0.94209	0.94245	0.90775	0.83105	0.91320	0.90670	0.85077	0.92322	0.91861	0.96417	0.92313	0.98555	0.97460	1.02302	0.94482	0.93871	0.97443	0.94956	0.70731	0.96253	0.94571	0.99267	0	0.98637	0.87583	0.94253	0.99962	0.97253	0.93876	0.92287	0.96055	0.87534	1.00195	0.99824	0.95298	0.91782	0.99778	0.90363	0.92028	0.82737	0.94160	0.90323	0.94675	NA	NA	NA	NA	NA
PANHA	0.55671	0.58713	0.59788	0.60477	0.60303	0.25016	0.24825	0.61573	0.60397	0.60647	0.56662	0.96537	0.55975	0.55544	0.89236	0.57087	0.54584	0.60089	0.58150	0.60562	0.58102	0.56255	0.58940	0.57064	0.56385	0.58849	0.96893	0.58689	0.45511	0.23971	0.98637	0	0.07167	0.57844	0.76193	0.58028	0.55118	0.55869	0.57725	0.65226	0.09969	0.09905	0.58208	0.57808	0.14804	0.50276	0.55897	0.23503	0.52838	0.95826	0.16076	NA	NA	NA	NA	NA
PANVI	0.47783	0.50848	0.51300	0.51570	0.51360	0.23903	0.23543	0.54170	0.50907	0.51953	0.49280	0.77626	0.47081	0.47242	0.78877	0.48201	0.47150	0.51263	0.50160	0.55518	0.49319	0.52957	0.53852	0.51389	0.49442	0.50616	0.87113	0.50188	0.41678	0.23419	0.87583	0.07167	0	0.50383	0.66445	0.50806	0.48110	0.48087	0.49168	0.58863	0.11258	0.11308	0.50773	0.48900	0.15651	0.43330	0.46862	0.26100	0.46644	0.86624	0.16854	NA	NA	NA	NA	NA
PHAVU	0.46369	0.55110	0.47332	0.48167	0.47546	0.58765	0.58628	0.49166	0.47800	0.47979	0.40938	0.96185	0.39108	0.39049	0.89295	0.41185	0.41427	0.47374	0.41256	0.15950	0.41707	0.46929	0.46310	0.39573	0.40481	0.25344	0.96984	0.46833	0.51019	0.57411	0.94253	0.57844	0.50383	0	0.75883	0.41458	0.37756	0.39681	0.41249	0.65229	0.57943	0.58085	0.46046	0.45587	0.58330	0.49920	0.38458	0.49147	0.37519	0.95743	0.58745	NA	NA	NA	NA	NA
PHYPA	0.74560	0.73846	0.75350	0.76149	0.75689	0.76716	0.76780	0.77671	0.75639	0.75463	0.72735	0.92361	0.74283	0.73108	0.88931	0.73305	0.71924	0.75715	0.75571	0.78490	0.76024	0.74620	0.78962	0.76420	0.75160	0.76250	0.96527	0.76303	0.73169	0.75220	0.99962	0.76193	0.66445	0.75883	0	0.77044	0.74869	0.74467	0.76052	0.60804	0.75947	0.76018	0.75023	0.72373	0.76367	0.69178	0.74294	0.65389	0.72581	0.97824	0.76905	NA	NA	NA	NA	NA
POPTR	0.44052	0.53889	0.44279	0.45312	0.45064	0.58647	0.58731	0.46415	0.45206	0.45507	0.36985	1.00074	0.34068	0.33937	0.92795	0.39993	0.39028	0.44825	0.39328	0.43355	0.36783	0.47244	0.40226	0.38217	0.28866	0.42121	1.00994	0.44983	0.50020	0.57699	0.97253	0.58028	0.50806	0.41458	0.77044	0	0.35744	0.29242	0.08370	0.67357	0.57789	0.57982	0.44073	0.43998	0.58360	0.49943	0.34010	0.51114	0.34276	1.00672	0.59021	NA	NA	NA	NA	NA
PRUPE	0.41922	0.52204	0.43364	0.43983	0.43695	0.57092	0.57094	0.44779	0.44199	0.44282	0.35644	0.84911	0.33675	0.33510	0.84096	0.36613	0.36822	0.43677	0.23677	0.40266	0.36522	0.42473	0.40268	0.16810	0.34639	0.38702	0.88043	0.42868	0.47208	0.55617	0.93876	0.55118	0.48110	0.37756	0.74869	0.35744	0	0.34335	0.35523	0.63864	0.55142	0.55247	0.41881	0.41655	0.56505	0.47831	0.32941	0.47968	0.31795	0.96015	0.56206	NA	NA	NA	NA	NA
RICCO	0.42654	0.52468	0.43327	0.44005	0.43773	0.56874	0.56765	0.44893	0.43939	0.44264	0.35296	0.94227	0.33109	0.33009	0.87530	0.38691	0.37426	0.43665	0.38057	0.42751	0.35696	0.43592	0.38102	0.36403	0.22305	0.40717	0.93974	0.43539	0.48497	0.55618	0.92287	0.55869	0.48087	0.39681	0.74467	0.29242	0.34335	0	0.29235	0.63822	0.55695	0.55905	0.42674	0.42415	0.56225	0.47986	0.32417	0.49471	0.32935	0.93625	0.56656	NA	NA	NA	NA	NA
SALPU	0.43717	0.53132	0.44150	0.45122	0.44569	0.58166	0.58286	0.46235	0.45038	0.45305	0.36729	0.97963	0.34124	0.34045	0.91110	0.39701	0.38576	0.44667	0.39183	0.43401	0.36813	0.45698	0.39991	0.37892	0.29181	0.41732	0.98991	0.44918	0.49474	0.57066	0.96055	0.57725	0.49168	0.41249	0.76052	0.08370	0.35523	0.29235	0	0.66307	0.57452	0.57650	0.43820	0.43505	0.57890	0.49125	0.33694	0.49230	0.34183	0.97618	0.58384	NA	NA	NA	NA	NA
SELML	0.64108	0.64305	0.66329	0.66994	0.66873	0.67193	0.67132	0.69788	0.66017	0.66726	0.63973	0.86460	0.63796	0.62608	0.80682	0.63201	0.62291	0.67113	0.65104	0.70130	0.67414	0.66291	0.68314	0.63413	0.65386	0.65749	0.87478	0.65769	0.64265	0.65526	0.87534	0.65226	0.58863	0.65229	0.60804	0.67357	0.63864	0.63822	0.66307	0	0.66241	0.66450	0.66065	0.63651	0.66473	0.61443	0.63895	0.58550	0.62915	0.85852	0.67975	NA	NA	NA	NA	NA
SETIT	0.55463	0.58360	0.59881	0.60196	0.60058	0.24907	0.24777	0.61287	0.60247	0.60491	0.56487	0.96477	0.55878	0.55222	0.90117	0.56857	0.54260	0.59863	0.58083	0.60315	0.57844	0.56111	0.58654	0.56752	0.57029	0.58719	0.97106	0.58468	0.46091	0.23912	1.00195	0.09969	0.11258	0.57943	0.75947	0.57789	0.55142	0.55695	0.57452	0.66241	0	0.01020	0.58060	0.57730	0.14769	0.50167	0.55783	0.23467	0.52767	0.96580	0.15911	NA	NA	NA	NA	NA
SETVI	0.55686	0.58676	0.60204	0.60553	0.60094	0.24946	0.24873	0.61441	0.60284	0.60537	0.56717	0.96315	0.56009	0.55326	0.89992	0.57081	0.54401	0.60141	0.58210	0.60808	0.58262	0.55599	0.58658	0.56992	0.55984	0.58930	0.96986	0.58609	0.45474	0.23931	0.99824	0.09905	0.11308	0.58085	0.76018	0.57982	0.55247	0.55905	0.57650	0.66450	0.01020	0	0.58145	0.57628	0.14736	0.50219	0.56020	0.23440	0.52827	0.96440	0.15937	NA	NA	NA	NA	NA
SOLLC	0.46277	0.55062	0.48735	0.49365	0.49271	0.59094	0.59087	0.50406	0.49293	0.49453	0.43679	0.96699	0.42072	0.41843	0.89590	0.44945	0.43722	0.49041	0.45067	0.48810	0.44393	0.46152	0.48604	0.43240	0.43135	0.46459	0.96792	0.40201	0.51298	0.57802	0.95298	0.58208	0.50773	0.46046	0.75023	0.44073	0.41881	0.42674	0.43820	0.66065	0.58060	0.58145	0	0.05619	0.58595	0.50558	0.41535	0.51408	0.38769	0.96181	0.59257	NA	NA	NA	NA	NA
SOLTU	0.45811	0.54929	0.48480	0.48888	0.48738	0.58456	0.58503	0.50129	0.48866	0.48958	0.43656	0.89912	0.41765	0.41835	0.83666	0.44617	0.43401	0.48718	0.44378	0.48435	0.44192	0.45685	0.48423	0.42752	0.42701	0.45845	0.92016	0.40039	0.50698	0.57718	0.91782	0.57808	0.48900	0.45587	0.72373	0.43998	0.41655	0.42415	0.43505	0.63651	0.57730	0.57628	0.05619	0	0.58081	0.50166	0.41152	0.52050	0.38397	0.90913	0.59101	NA	NA	NA	NA	NA
SORBI	0.55932	0.58791	0.60201	0.60751	0.60385	0.26072	0.25915	0.61718	0.60567	0.60712	0.57085	0.96066	0.56228	0.55800	0.89811	0.57132	0.54728	0.60097	0.58248	0.61232	0.58459	0.58361	0.59520	0.56435	0.57409	0.59202	0.97376	0.59112	0.46505	0.25119	0.99778	0.14804	0.15651	0.58330	0.76367	0.58360	0.56505	0.56225	0.57890	0.66473	0.14769	0.14736	0.58595	0.58081	0	0.50357	0.56309	0.24273	0.52993	0.96100	0.10000	NA	NA	NA	NA	NA
SPIPO	0.46889	0.51260	0.52898	0.52862	0.52757	0.51038	0.51039	0.54017	0.53001	0.53074	0.49311	0.81842	0.47849	0.47710	0.80107	0.49446	0.47835	0.52569	0.49961	0.53344	0.49564	0.50270	0.50570	0.48520	0.48945	0.51077	0.85683	0.50960	0.42801	0.50956	0.90363	0.50276	0.43330	0.49920	0.69178	0.49943	0.47831	0.47986	0.49125	0.61443	0.50167	0.50219	0.50558	0.50166	0.50357	0	0.47339	0.45257	0.44772	0.87144	0.51248	NA	NA	NA	NA	NA
THECC	0.41824	0.51682	0.41284	0.42106	0.41778	0.56771	0.56783	0.43208	0.41988	0.42286	0.32364	0.94808	0.30975	0.30731	0.86885	0.37503	0.36493	0.41620	0.36771	0.41248	0.17808	0.42384	0.40435	0.35275	0.32968	0.39458	0.94590	0.42656	0.47462	0.55520	0.92028	0.55897	0.46862	0.38458	0.74294	0.34010	0.32941	0.32417	0.33694	0.63895	0.55783	0.56020	0.41535	0.41152	0.56309	0.47339	0	0.48976	0.31621	0.94547	0.56763	NA	NA	NA	NA	NA
WHEAT	0.48290	0.53475	0.51607	0.50962	0.51017	0.17055	0.16938	0.51351	0.50454	0.51243	0.52637	0.69127	0.48588	0.49555	0.70687	0.49157	0.48406	0.50307	0.52388	0.56010	0.49206	0.51540	0.54281	0.51660	0.49471	0.51587	0.74833	0.50845	0.42765	0.23507	0.82737	0.23503	0.26100	0.49147	0.65389	0.51114	0.47968	0.49471	0.49230	0.58550	0.23467	0.23440	0.51408	0.52050	0.24273	0.45257	0.48976	0	0.47465	0.74877	0.26462	NA	NA	NA	NA	NA
VITVI	0.38011	0.48816	0.43144	0.43721	0.43083	0.53763	0.53588	0.44611	0.43671	0.43687	0.34610	0.93450	0.32418	0.32701	0.87048	0.36757	0.35488	0.43018	0.36037	0.40346	0.34782	0.40159	0.41531	0.34257	0.32889	0.38706	0.93968	0.39598	0.45132	0.52574	0.94160	0.52838	0.46644	0.37519	0.72581	0.34276	0.31795	0.32935	0.34183	0.62915	0.52767	0.52827	0.38769	0.38397	0.52993	0.44772	0.31621	0.47465	0	0.93623	0.53847	NA	NA	NA	NA	NA
